lineup_id,match_id,player_id,team_id,is_starting_xi,tactical_position,minutes_played
184,4,340,14,0,DEF,11
185,4,341,14,1,DEF,90
186,4,342,14,1,DEF,79
187,4,343,14,0,DEF,0
188,4,344,14,1,DEF,90
189,4,345,14,0,MID,11
190,4,346,14,1,MID,79
191,4,347,14,1,FWD,62
192,4,348,14,1,MID,79
193,4,349,14,0,MID,44
194,4,350,14,1,GK,90
195,4,351,14,0,DEF,0
196,4,352,14,1,MID,90
197,4,353,14,1,DEF,90
198,4,354,14,1,MID,46
199,4,355,14,0,FWD,11
200,4,356,14,0,FWD,28
201,4,357,14,1,FWD,90
202,4,358,14,0,MID,0
203,4,359,14,0,FWD,0
204,4,360,14,0,GK,0
205,4,361,14,0,MID,0
206,4,362,14,0,MID,0
207,4,363,14,0,FWD,0
208,4,364,14,0,DEF,0
209,5,157,7,1,GK,90
210,5,158,7,1,DEF,90
211,5,159,7,0,DEF,0
212,5,160,7,1,DEF,90
213,5,161,7,1,DEF,60
214,5,162,7,0,MID,0
215,5,163,7,0,FWD,30
216,5,164,7,1,FWD,88
217,5,165,7,0,FWD,0
218,5,166,7,0,FWD,2
219,5,167,7,1,FWD,90
220,5,168,7,0,MID,30
221,5,169,7,1,DEF,60
222,5,170,7,1,DEF,90
223,5,171,7,1,FWD,60
224,5,172,7,1,DEF,90
225,5,173,7,0,MID,0
226,5,174,7,0,DEF,0
227,5,175,7,0,FWD,0
228,5,176,7,0,MID,30
229,5,177,7,0,GK,0
230,5,178,7,0,GK,0
231,5,179,7,1,MID,79
232,5,180,7,0,FWD,0
233,5,181,7,0,DEF,0
234,5,182,7,0,FWD,11
235,5,183,8,1,GK,90
236,5,184,8,0,DEF,1
237,5,185,8,0,DEF,0
238,5,186,8,1,DEF,90
239,5,187,8,1,DEF,90
240,5,188,8,1,MID,90
241,5,189,8,1,FWD,90
242,5,190,8,1,MID,89
243,5,191,8,0,MID,24
244,5,192,8,1,MID,90
245,5,193,8,1,FWD,66
246,5,194,8,0,GK,0
247,5,195,8,1,DEF,89
248,5,196,8,0,MID,1
249,5,197,8,0,MID,0
250,5,198,8,0,FWD,0
251,5,199,8,1,FWD,79
252,5,200,8,0,DEF,0
253,5,201,8,0,FWD,0
254,5,202,8,1,MID,66
255,5,203,8,0,GK,0
256,5,204,8,0,MID,24
257,5,205,8,0,FWD,11
258,5,206,8,0,DEF,0
259,5,207,8,0,DEF,0
260,5,208,8,0,FWD,0
261,6,209,9,1,GK,90
262,6,210,9,0,MID,0
263,6,211,9,1,DEF,90
264,6,212,9,1,DEF,90
265,6,213,9,1,MID,46
266,6,214,9,0,DEF,0
267,6,215,9,1,FWD,90
268,6,216,9,1,MID,80
269,6,217,9,0,FWD,29
270,6,218,9,0,FWD,0
271,6,219,9,1,FWD,90
272,6,220,9,0,GK,0
273,6,221,9,0,DEF,44
274,6,222,9,0,DEF,0
275,6,223,9,0,DEF,0
276,6,224,9,1,DEF,90
277,6,225,9,0,MID,44
278,6,226,9,0,MID,10
279,6,227,9,0,FWD,0
280,6,228,9,1,MID,61
281,6,229,9,0,FWD,29
282,6,230,9,0,FWD,0
283,6,231,9,0,GK,0
284,6,232,9,1,DEF,46
285,6,233,9,1,FWD,61
286,6,234,9,0,FWD,0
287,6,235,10,1,GK,90
288,6,236,10,1,DEF,90
289,6,237,10,1,DEF,80
290,6,238,10,0,MID,0
291,6,239,10,0,DEF,0
292,6,240,10,1,MID,90
293,6,241,10,0,MID,26
294,6,242,10,1,MID,64
295,6,243,10,0,FWD,1
296,6,244,10,1,FWD,64
297,6,245,10,1,MID,89
298,6,246,10,0,GK,0
299,6,247,10,0,DEF,0
300,6,248,10,1,DEF,90
301,6,249,10,0,MID,26
302,6,250,10,0,MID,0
303,6,251,10,0,FWD,0
304,6,252,10,1,DEF,90
305,6,253,10,0,DEF,0
306,6,254,10,0,FWD,0
307,6,255,10,0,FWD,10
308,6,256,10,0,GK,0
309,6,257,10,1,MID,80
310,6,258,10,1,MID,90
311,6,259,10,0,DEF,0
312,6,260,10,0,DEF,10
313,7,261,11,1,GK,90
314,7,262,11,1,DEF,90
315,7,263,11,0,DEF,0
316,7,264,11,1,DEF,90
317,7,265,11,1,DEF,90
318,7,266,11,0,MID,0
319,7,267,11,0,FWD,0
320,7,268,11,1,DEF,90
321,7,269,11,0,FWD,0
322,7,270,11,1,MID,90
323,7,271,11,1,FWD,61
324,7,272,11,0,GK,0
325,7,273,11,0,DEF,0
326,7,274,11,0,DEF,0
327,7,275,11,1,FWD,85
328,7,276,11,0,FWD,15
329,7,277,11,1,MID,90
330,7,278,11,1,FWD,75
331,7,279,11,0,FWD,5
332,7,280,11,1,FWD,90
333,7,281,11,0,FWD,29
334,7,282,11,0,DEF,0
335,7,283,11,0,GK,0
336,7,284,11,0,DEF,0
337,7,285,11,0,MID,0
338,7,286,11,0,MID,0
339,7,287,12,1,GK,90
340,7,288,12,1,DEF,75
341,7,289,12,1,DEF,90
342,7,290,12,1,MID,90
343,7,291,12,1,DEF,90
344,7,292,12,0,DEF,0
345,7,293,12,1,MID,82
346,7,294,12,0,MID,0
347,7,295,12,0,FWD,15
348,7,296,12,1,FWD,75
349,7,297,12,0,MID,15
350,7,298,12,0,GK,0
351,7,299,12,1,DEF,90
352,7,300,12,0,FWD,0
353,7,301,12,0,DEF,0
354,7,302,12,0,DEF,0
355,7,303,12,1,FWD,75
356,7,304,12,0,FWD,0
357,7,305,12,1,MID,90
358,7,306,12,1,FWD,82
359,7,307,12,0,GK,0
360,7,308,12,0,DEF,15
361,7,309,12,0,MID,8
362,7,310,12,0,DEF,0
363,7,311,12,0,FWD,8
364,7,312,12,0,DEF,0
365,8,365,15,0,GK,0
366,8,366,15,0,DEF,0
367,8,367,15,1,DEF,90
368,8,368,15,1,DEF,74
369,8,369,15,1,DEF,83
370,8,370,15,0,DEF,16
371,8,371,15,0,FWD,0
372,8,372,15,1,MID,90
373,8,373,15,1,FWD,74
374,8,374,15,0,FWD,0
375,8,375,15,0,FWD,0
376,8,376,15,0,GK,0
377,8,377,15,1,MID,90
378,8,378,15,0,MID,0
379,8,379,15,0,DEF,0
380,8,380,15,0,DEF,7
381,8,381,15,1,FWD,61
382,8,382,15,1,GK,90
383,8,383,15,1,DEF,90
384,8,384,15,0,FWD,0
385,8,385,15,1,DEF,90
386,8,386,15,0,MID,7
387,8,387,15,0,FWD,29
388,8,388,15,1,MID,83
389,8,389,15,0,DEF,0
390,8,390,15,0,FWD,16
391,8,391,16,0,GK,0
392,8,392,16,1,DEF,80
393,8,393,16,1,DEF,90
394,8,394,16,0,DEF,0
395,8,395,16,0,MID,10
396,8,396,16,1,MID,62
397,8,397,16,1,FWD,85
398,8,398,16,1,FWD,90
399,8,399,16,0,FWD,5
400,8,400,16,1,MID,90
401,8,401,16,0,FWD,44
402,8,402,16,0,GK,0
403,8,403,16,0,DEF,0
404,8,404,16,1,DEF,90
405,8,405,16,0,DEF,0
406,8,406,16,1,MID,80
407,8,407,16,0,FWD,10
408,8,408,16,0,DEF,0
409,8,409,16,0,FWD,28
410,8,410,16,1,DEF,90
411,8,411,16,1,FWD,46
412,8,412,16,0,MID,0
413,8,413,16,1,GK,90
414,8,414,16,0,FWD,0
415,8,415,16,0,DEF,0
416,8,416,16,0,FWD,0
417,9,417,17,1,GK,90
418,9,418,17,0,DEF,18
419,9,419,17,0,DEF,7
420,9,420,17,1,DEF,72
421,9,421,17,1,MID,90
422,9,422,17,1,DEF,83
423,9,423,17,1,FWD,90
424,9,424,17,0,MID,18
425,9,425,17,0,MID,0
426,9,426,17,1,MID,64
427,9,427,17,0,FWD,0
428,9,428,17,0,GK,0
429,9,429,17,0,MID,0
430,9,430,17,0,FWD,0
431,9,431,17,1,DEF,90
432,9,432,17,0,MID,0
433,9,433,17,1,MID,90
434,9,434,17,1,DEF,72
435,9,435,17,1,MID,90
436,9,436,17,0,MID,0
437,9,437,17,0,GK,0
438,9,438,17,0,DEF,18
439,9,439,17,1,MID,72
440,9,440,17,0,DEF,0
441,9,441,17,0,MID,0
442,9,442,17,0,FWD,26
443,9,443,18,1,GK,90
444,9,444,18,0,DEF,0
445,9,445,18,0,DEF,0
446,9,446,18,0,DEF,0
447,9,447,18,1,DEF,90
448,9,448,18,0,MID,0
449,9,449,18,1,MID,90
450,9,450,18,1,MID,90
451,9,451,18,1,FWD,65
452,9,452,18,1,MID,90
453,9,453,18,0,FWD,44
454,9,454,18,1,FWD,46
455,9,455,18,0,FWD,0
456,9,456,18,0,FWD,0
457,9,457,18,0,MID,0
458,9,458,18,0,FWD,25
459,9,459,18,0,FWD,0
460,9,460,18,1,DEF,90
461,9,461,18,0,FWD,8
462,9,462,18,0,DEF,0
463,9,463,18,1,MID,82
464,9,464,18,0,MID,0
465,9,465,18,1,DEF,90
466,9,466,18,1,DEF,90
467,9,467,18,0,GK,0
468,9,468,18,0,GK,0
469,10,521,21,1,GK,90
470,10,522,21,0,DEF,0
471,10,523,21,0,MID,0
472,10,524,21,1,DEF,90
473,10,525,21,0,DEF,9
474,10,526,21,1,DEF,90
475,10,527,21,0,MID,0
476,10,528,21,1,MID,81
477,10,529,21,0,FWD,0
478,10,530,21,0,FWD,20
479,10,531,21,1,FWD,85
480,10,532,21,0,DEF,0
481,10,533,21,0,GK,0
482,10,534,21,1,MID,70
483,10,535,21,1,DEF,90
484,10,536,21,0,MID,0
485,10,537,21,0,FWD,0
486,10,538,21,1,FWD,70
487,10,539,21,0,FWD,5
488,10,540,21,0,MID,20
489,10,541,21,1,MID,90
490,10,542,21,1,DEF,90
491,10,543,21,0,GK,0
492,10,544,21,1,FWD,70
493,10,545,21,0,DEF,0
494,10,546,21,0,MID,20
495,10,547,22,1,GK,90
496,10,548,22,0,DEF,15
497,10,549,22,1,DEF,90
498,10,550,22,0,DEF,0
499,10,551,22,0,DEF,0
500,10,552,22,0,FWD,0
501,10,553,22,0,MID,0
502,10,554,22,1,MID,75
503,10,555,22,0,FWD,0
504,10,556,22,1,MID,75
505,10,557,22,1,MID,66
506,10,558,22,0,GK,0
507,10,559,22,1,MID,90
508,10,560,22,0,MID,24
509,10,561,22,1,MID,90
510,10,562,22,1,DEF,75
511,10,563,22,0,MID,0
512,10,564,22,1,FWD,84
513,10,565,22,0,FWD,15
514,10,566,22,0,DEF,0
515,10,567,22,1,DEF,90
516,10,568,22,0,DEF,15
517,10,569,22,0,GK,0
518,10,570,22,1,MID,90
519,10,571,22,0,DEF,0
520,10,572,22,0,FWD,6
521,11,469,19,1,GK,90
522,11,470,19,0,DEF,0
523,11,471,19,1,DEF,90
524,11,472,19,0,MID,0
525,11,473,19,1,DEF,90
526,11,474,19,1,MID,77
527,11,475,19,0,DEF,1
528,11,476,19,1,MID,90
529,11,477,19,0,FWD,34
530,11,478,19,0,FWD,0
531,11,479,19,1,FWD,90
532,11,480,19,1,FWD,56
533,11,481,19,0,DEF,0
534,11,482,19,0,FWD,0
535,11,483,19,0,FWD,34
536,11,484,19,0,GK,0
537,11,485,19,1,DEF,89
538,11,486,19,0,MID,13
539,11,487,19,1,FWD,77
540,11,488,19,1,DEF,90
541,11,489,19,0,DEF,0
542,11,490,19,0,FWD,0
543,11,491,19,0,GK,0
544,11,492,19,1,FWD,56
545,11,493,19,0,MID,0
546,11,494,19,0,MID,13
547,11,495,20,1,GK,90
548,11,496,20,0,DEF,0
549,11,497,20,1,DEF,90
550,11,498,20,1,DEF,90
551,11,499,20,0,MID,0
552,11,500,20,1,DEF,90
553,11,501,20,0,DEF,0
554,11,502,20,0,MID,0
555,11,503,20,1,FWD,62
556,11,504,20,0,MID,0
557,11,505,20,0,FWD,13
558,11,506,20,0,GK,0
559,11,507,20,1,FWD,77
560,11,508,20,1,MID,56
561,11,509,20,1,MID,90
562,11,510,20,0,FWD,0
563,11,511,20,0,DEF,28
564,11,512,20,0,MID,0
565,11,513,20,1,FWD,90
566,11,514,20,0,FWD,34
567,11,515,20,1,MID,62
568,11,516,20,0,GK,0
569,11,517,20,1,MID,90
570,11,518,20,0,FWD,0
571,11,519,20,0,DEF,28
572,11,520,20,0,DEF,0
573,12,573,23,0,GK,0
574,12,574,23,1,DEF,90
575,12,575,23,1,DEF,90
576,12,576,23,1,DEF,90
577,12,577,23,1,DEF,65
578,12,578,23,0,DEF,0
579,12,579,23,0,MID,25
580,12,580,23,0,DEF,1
581,12,581,23,1,FWD,90
582,12,582,23,1,MID,65
583,12,583,23,0,FWD,1
584,12,584,23,0,GK,0
585,12,585,23,0,MID,0
586,12,586,23,0,DEF,0
587,12,587,23,0,DEF,0
588,12,588,23,1,MID,84
589,12,589,23,1,FWD,90
590,12,590,23,1,MID,90
591,12,591,23,0,MID,6
592,12,592,23,0,DEF,0
593,12,593,23,1,DEF,90
594,12,594,23,0,MID,0
595,12,595,23,1,GK,90
596,12,596,23,0,DEF,25
597,12,597,23,0,FWD,0
598,12,598,23,0,FWD,0
599,12,599,24,1,GK,90
600,12,600,24,1,DEF,90
601,12,601,24,1,DEF,90
602,12,602,24,1,DEF,90
603,12,603,24,0,DEF,0
604,12,604,24,0,DEF,0
605,12,605,24,0,FWD,18
606,12,606,24,1,FWD,72
607,12,607,24,0,FWD,0
608,12,608,24,1,MID,90
609,12,609,24,0,MID,6
610,12,610,24,0,DEF,0
611,12,611,24,1,MID,84
612,12,612,24,0,MID,0
613,12,613,24,0,MID,18
614,12,614,24,0,GK,0
615,12,615,24,1,MID,72
616,12,616,24,0,FWD,0
617,12,617,24,0,FWD,6
618,12,618,24,1,DEF,72
619,12,619,24,1,DEF,90
620,12,620,24,0,GK,0
621,12,621,24,0,DEF,0
622,12,622,24,0,DEF,0
623,12,623,24,1,MID,84
624,12,624,24,0,MID,18
625,13,729,29,0,GK,0
626,13,730,29,0,DEF,0
627,13,731,29,0,DEF,0
628,13,732,29,0,DEF,0
629,13,733,29,1,DEF,90
630,13,734,29,0,MID,19
631,13,735,29,1,FWD,81
632,13,736,29,1,MID,71
633,13,737,29,1,MID,71
634,13,738,29,0,FWD,9
635,13,739,29,0,FWD,0
636,13,740,29,0,DEF,0
637,13,741,29,0,GK,0
638,13,742,29,1,DEF,90
639,13,743,29,0,MID,0
640,13,744,29,1,MID,87
641,13,745,29,0,FWD,3
642,13,746,29,0,MID,0
643,13,747,29,0,FWD,19
644,13,748,29,1,MID,90
645,13,749,29,1,FWD,90
646,13,750,29,1,DEF,90
647,13,751,29,1,GK,90
648,13,752,29,1,DEF,90
649,13,753,29,0,FWD,0
650,13,754,29,0,FWD,0
651,13,755,30,1,GK,90
652,13,756,30,0,DEF,0
653,13,757,30,1,DEF,90
654,13,758,30,1,DEF,90
655,13,759,30,0,DEF,0
656,13,760,30,1,MID,90
657,13,761,30,1,MID,61
658,13,762,30,0,MID,14
659,13,763,30,0,FWD,0
660,13,764,30,1,MID,79
661,13,765,30,0,MID,0
662,13,766,30,0,GK,0
663,13,767,30,1,DEF,76
664,13,768,30,0,MID,29
665,13,769,30,1,MID,61
666,13,770,30,0,MID,0
667,13,771,30,0,MID,29
668,13,772,30,0,MID,11
669,13,773,30,1,FWD,61
670,13,774,30,1,FWD,90
671,13,775,30,0,MID,29
672,13,776,30,1,DEF,90
673,13,777,30,0,GK,0
674,13,778,30,0,DEF,0
675,13,779,30,0,DEF,0
676,13,780,30,0,MID,0
677,14,625,25,1,GK,90
678,14,626,25,0,DEF,0
679,14,627,25,0,DEF,0
680,14,628,25,1,DEF,90
681,14,629,25,0,DEF,34
682,14,630,25,0,MID,0
683,14,631,25,1,MID,86
684,14,632,25,1,MID,90
685,14,633,25,0,FWD,24
686,14,634,25,1,FWD,90
687,14,635,25,1,FWD,86
688,14,636,25,0,GK,0
689,14,637,25,0,GK,0
690,14,638,25,0,FWD,0
691,14,639,25,1,DEF,90
692,14,640,25,0,DEF,0
693,14,641,25,1,FWD,66
694,14,642,25,0,DEF,0
695,14,643,25,0,MID,0
696,14,644,25,0,MID,4
697,14,645,25,1,DEF,56
698,14,646,25,0,MID,0
699,14,647,25,0,MID,34
700,14,648,25,1,MID,56
701,14,649,25,1,DEF,90
702,14,650,25,0,FWD,4
703,14,651,26,0,GK,0
704,14,652,26,1,DEF,90
705,14,653,26,1,DEF,90
706,14,654,26,0,DEF,0
707,14,655,26,0,DEF,19
708,14,656,26,0,DEF,0
709,14,657,26,0,FWD,0
710,14,658,26,1,MID,71
711,14,659,26,0,FWD,14
712,14,660,26,1,FWD,76
713,14,661,26,1,MID,76
714,14,662,26,0,FWD,0
715,14,663,26,1,DEF,88
716,14,664,26,1,MID,88
717,14,665,26,0,DEF,2
718,14,666,26,0,GK,0
719,14,667,26,1,MID,90
720,14,668,26,0,MID,0
721,14,669,26,1,MID,90
722,14,670,26,0,FWD,2
723,14,671,26,0,MID,0
724,14,672,26,1,FWD,90
725,14,673,26,1,GK,90
726,14,674,26,0,DEF,0
727,14,675,26,0,FWD,14
728,14,676,26,0,GK,0
729,15,781,31,0,GK,0
730,15,782,31,0,DEF,0
731,15,783,31,0,DEF,1
732,15,784,31,1,DEF,90
733,15,785,31,1,DEF,90
734,15,786,31,0,MID,27
735,15,787,31,1,MID,63
736,15,788,31,0,FWD,0
737,15,789,31,1,FWD,90
738,15,790,31,1,FWD,90
739,15,791,31,0,FWD,0
740,15,792,31,1,DEF,90
741,15,793,31,0,DEF,9
742,15,794,31,0,DEF,0
743,15,795,31,1,MID,90
744,15,796,31,0,MID,0
745,15,797,31,0,FWD,0
746,15,798,31,0,MID,1
747,15,799,31,0,FWD,1
748,15,800,31,0,FWD,0
749,15,801,31,1,GK,90
750,15,802,31,0,GK,0
751,15,803,31,1,MID,90
752,15,804,31,1,DEF,90
753,15,805,31,0,DEF,0
754,15,806,31,1,DEF,81
755,15,807,32,0,GK,0
756,15,808,32,0,DEF,0
757,15,809,32,1,DEF,90
758,15,810,32,0,DEF,0
759,15,811,32,1,MID,72
760,15,812,32,1,MID,90
761,15,813,32,0,MID,18
762,15,814,32,1,MID,90
763,15,815,32,1,FWD,46
764,15,816,32,0,MID,0
765,15,817,32,0,FWD,0
766,15,818,32,0,GK,0
767,15,819,32,1,DEF,90
768,15,820,32,0,MID,44
769,15,821,32,0,MID,0
770,15,822,32,1,DEF,90
771,15,823,32,1,DEF,46
772,15,824,32,0,FWD,9
773,15,825,32,0,FWD,1
774,15,826,32,1,MID,81
775,15,827,32,1,FWD,90
776,15,828,32,0,MID,0
777,15,829,32,1,GK,90
778,15,830,32,0,DEF,0
779,15,831,32,0,MID,44
780,15,832,32,0,MID,0
781,16,677,27,1,GK,90
782,16,678,27,0,DEF,0
783,16,679,27,0,DEF,25
784,16,680,27,1,DEF,90
785,16,681,27,1,DEF,90
786,16,682,27,1,MID,90
787,16,683,27,0,MID,0
788,16,684,27,1,MID,90
789,16,685,27,1,FWD,80
790,16,686,27,0,FWD,45
791,16,687,27,0,FWD,37
792,16,688,27,0,GK,0
793,16,689,27,0,DEF,0
794,16,690,27,1,MID,65
795,16,691,27,0,MID,0
796,16,692,27,0,MID,0
797,16,693,27,1,DEF,45
798,16,694,27,0,FWD,10
799,16,695,27,1,DEF,90
800,16,696,27,1,FWD,53
801,16,697,27,0,MID,0
802,16,698,27,0,GK,0
803,16,699,27,1,DEF,90
804,16,700,27,0,FWD,0
805,16,701,27,0,DEF,0
806,16,702,27,0,MID,0
807,16,703,28,1,GK,90
808,16,704,28,1,DEF,78
809,16,705,28,0,DEF,0
810,16,706,28,0,DEF,1
811,16,707,28,1,DEF,90
812,16,708,28,1,MID,90
813,16,709,28,0,FWD,0
814,16,710,28,1,MID,90
815,16,711,28,1,FWD,90
816,16,712,28,1,MID,90
817,16,713,28,1,MID,90
818,16,714,28,0,GK,0
819,16,715,28,1,DEF,68
820,16,716,28,0,MID,0
821,16,717,28,0,DEF,0
822,16,718,28,1,DEF,90
823,16,719,28,0,FWD,0
824,16,720,28,0,FWD,0
825,16,721,28,0,MID,22
826,16,722,28,1,MID,68
827,16,723,28,0,FWD,1
828,16,724,28,0,GK,0
829,16,725,28,0,MID,22
830,16,726,28,0,DEF,12
831,16,727,28,0,MID,0
832,16,728,28,0,DEF,0
833,17,833,33,0,GK,0
834,17,834,33,0,DEF,0
835,17,835,33,0,DEF,0
836,17,836,33,1,DEF,90
837,17,837,33,1,DEF,90
838,17,838,33,0,MID,0
839,17,839,33,1,FWD,80
840,17,840,33,1,MID,90
841,17,841,33,0,FWD,0
842,17,842,33,1,FWD,90
843,17,843,33,1,FWD,90
844,17,844,33,0,FWD,10
845,17,845,33,0,MID,0
846,17,846,33,1,MID,90
847,17,847,33,0,DEF,0
848,17,848,33,1,GK,90
849,17,849,33,1,DEF,90
850,17,850,33,0,MID,0
851,17,851,33,1,DEF,90
852,17,852,33,1,FWD,87
853,17,853,33,0,DEF,0
854,17,854,33,0,FWD,0
855,17,855,33,0,GK,0
856,17,856,33,0,MID,3
857,17,857,33,0,MID,0
858,17,858,33,0,DEF,0
859,17,859,34,0,GK,0
860,17,860,34,0,DEF,0
861,17,861,34,1,DEF,90
862,17,862,34,0,DEF,0
863,17,863,34,1,MID,88
864,17,864,34,0,MID,2
865,17,865,34,0,FWD,0
866,17,866,34,1,MID,75
867,17,867,34,0,FWD,7
868,17,868,34,1,FWD,90
869,17,869,34,1,FWD,83
870,17,870,34,0,FWD,0
871,17,871,34,0,FWD,7
872,17,872,34,0,DEF,0
873,17,873,34,1,DEF,90
874,17,874,34,1,GK,90
875,17,875,34,0,MID,0
876,17,876,34,1,FWD,75
877,17,877,34,1,DEF,90
878,17,878,34,0,FWD,15
879,17,879,34,0,MID,15
880,17,880,34,0,MID,0
881,17,881,34,0,GK,0
882,17,882,34,0,DEF,0
883,17,883,34,1,DEF,90
884,17,884,34,1,MID,83
885,18,885,35,0,GK,0
886,18,886,35,0,DEF,0
887,18,887,35,1,DEF,73
888,18,888,35,1,DEF,90
889,18,889,35,1,DEF,90
890,18,890,35,0,DEF,0
891,18,891,35,0,MID,0
892,18,892,35,1,MID,78
