event_id,match_id,minute,event_type,team_id,player_id
84,10,83,Yellow Card,21,530
85,10,88,Goal,22,561
86,10,88,Assist,22,565
87,10,90,Yellow Card,21,535
88,11,28,Yellow Card,19,474
89,11,38,Yellow Card,19,476
90,11,40,Yellow Card,19,485
91,11,73,Yellow Card,20,519
92,11,90,Goal,19,483
93,11,90,Assist,19,473
94,12,30,Goal,23,581
95,12,30,Assist,23,589
96,12,43,Goal,24,602
97,12,43,Assist,24,608
98,12,54,Yellow Card,24,611
99,12,59,Goal,23,589
100,12,59,Assist,23,581
101,12,7,Goal,23,590
102,12,84,Goal,23,591
103,12,84,Assist,23,581
104,12,90,Goal,23,590
105,12,90,Assist,23,579
106,13,16,Yellow Card,30,767
107,13,90,Yellow Card,29,748
108,14,13,Yellow Card,26,669
109,14,14,Yellow Card,25,645
110,14,19,Goal,26,658
111,14,19,Assist,26,660
112,14,34,Yellow Card,26,663
113,14,66,Goal,25,653
114,14,75,Yellow Card,25,629
115,15,41,Goal,31,784
116,15,44,Yellow Card,31,784
117,15,80,Goal,32,826
118,16,32,Goal,27,699
119,16,54,Goal,28,713
120,16,54,Assist,28,711
121,16,64,Goal,27,684
122,16,64,Assist,27,699
123,16,7,Goal,28,713
124,16,7,Assist,28,711
125,16,89,Yellow Card,27,679
126,17,66,Goal,33,842
127,17,66,Assist,33,843
128,17,82,Goal,33,844
129,17,82,Assist,33,846
130,17,90,Goal,33,842
131,17,90,Assist,33,843
132,17,90,Goal,34,878
133,17,90,Assist,34,871
134,18,29,Goal,36,919
135,18,29,Assist,36,915
136,18,39,Goal,35,902
137,18,39,Assist,35,900
138,18,43,Goal,36,919
139,18,76,Goal,36,914
140,18,76,Assist,36,920
141,18,86,Yellow Card,35,888
142,18,90,Goal,36,902
143,19,17,Goal,37,946
144,19,17,Assist,37,943
145,19,60,Goal,37,946
146,19,76,Goal,37,946
147,19,76,Assist,37,951
148,20,20,Goal,39,1006
149,20,20,Assist,39,992
150,20,50,Goal,40,1023
151,20,50,Assist,40,1022
152,20,76,Goal,39,1019
153,20,77,Yellow Card,39,997
154,20,90,Goal,39,995
155,21,13,Yellow Card,41,1050
156,21,32,Yellow Card,42,1088
157,21,45,Goal,42,1086
158,21,45,Assist,42,1092
159,21,6,Goal,41,1055
160,21,6,Assist,41,1058
161,21,88,Yellow Card,41,1042
162,21,90,Yellow Card,41,1044
163,22,12,Goal,45,1153
164,22,36,Goal,46,1186
165,22,36,Assist,46,1187
166,22,42,Goal,45,1153
167,22,42,Assist,45,1148
168,22,45,Goal,46,1196
169,22,45,Assist,46,1184
170,22,47,Goal,45,1154
171,22,47,Assist,45,1152
172,22,85,Goal,45,1155
173,22,85,Assist,45,1151
174,23,16,Yellow Card,47,1199
175,23,72,Yellow Card,48,1224
176,23,90,Goal,47,1199
177,23,90,Assist,47,1207
178,23,90,Yellow Card,48,1236
179,24,34,Yellow Card,43,1094
180,24,40,Goal,44,1120
181,24,40,Assist,44,1125
182,24,60,Goal,43,1114
183,24,65,Goal,44,1125
184,24,65,Assist,44,1132
185,24,7,Yellow Card,44,1135
186,24,90,Goal,44,1139
187,24,90,Assist,44,1137
188,25,4,Yellow Card,3,71
189,25,50,Goal,1,7
190,25,58,Yellow Card,3,60
191,26,33,Yellow Card,2,30
192,26,40,Yellow Card,2,31
193,26,6,Goal,4,96
194,26,6,Assist,4,102
195,26,75,Yellow Card,4,85
196,26,81,VAR Review,2,38
197,26,83,Goal,2,30
198,27,16,Goal,5,113
199,27,29,Goal,5,114
200,27,45,Goal,5,114
201,27,60,Red Card,7,170
202,27,60,VAR Review,7,170
203,27,62,Yellow Card,7,176
204,27,64,Goal,5,129
205,27,75,Goal,5,182
206,27,85,Red Card,7,179
207,27,9,Yellow Card,5,117
208,27,90,Goal,5,114
209,27,90,Assist,5,129
210,28,59,Yellow Card,6,137
211,28,61,Yellow Card,6,141
212,28,65,Yellow Card,8,186
213,28,74,Goal,8,191
214,28,74,Assist,8,192
215,28,80,Red Card,6,134
216,28,84,Goal,8,199
217,28,84,Assist,8,189
218,28,90,Goal,8,191
219,28,90,Assist,8,199
220,28,90,Goal,8,192
221,28,90,Goal,6,156
222,29,23,Goal,9,217
223,29,36,Goal,9,217
224,29,36,Assist,9,215
225,29,4,Yellow Card,11,262
226,29,45,Goal,9,215
227,29,45,Assist,9,228
228,29,45,Yellow Card,11,280
229,29,65,Yellow Card,9,224
230,29,72,Yellow Card,11,277
231,30,2,Goal,10,245
232,30,2,Assist,10,244
233,30,23,Yellow Card,10,248
234,30,65,Yellow Card,12,289
235,31,11,Goal,13,385
236,31,16,Yellow Card,15,369
237,31,32,Yellow Card,15,367
238,31,43,Goal,13,328
239,31,43,Assist,13,314
240,31,43,VAR Review,13,328
241,31,56,Yellow Card,13,317
242,31,89,Yellow Card,13,332
243,31,89,Yellow Card,15,383
244,31,89,Yellow Card,15,368
245,31,90,Yellow Card,13,315
246,32,2,Goal,14,361
247,32,2,Assist,14,357
248,32,4,Yellow Card,14,361
249,32,45,Red Card,14,348
250,32,45,VAR Review,14,348
251,32,71,Yellow Card,16,403
252,33,30,Goal,19,476
253,33,30,Assist,19,479
254,33,68,Goal,17,442
255,33,68,Assist,17,436
256,33,90,Goal,17,442
257,33,90,Assist,17,439
258,34,38,Yellow Card,20,499
259,34,39,Yellow Card,18,452
260,34,53,Yellow Card,18,449
261,34,56,Yellow Card,18,450
262,34,75,Yellow Card,18,445
263,34,90,Yellow Card,18,461
264,35,17,Goal,21,539
265,35,17,Assist,21,542
266,35,47,Goal,21,531
267,35,47,Assist,21,542
268,35,5,Goal,21,539
269,35,5,Assist,21,531
270,35,53,Yellow Card,23,577
271,35,54,Goal,21,531
272,35,54,Assist,21,544
273,35,59,Goal,23,583
274,35,59,Assist,23,581
275,35,75,Yellow Card,23,590
276,35,80,Yellow Card,23,579
277,35,89,Goal,21,544
278,35,89,Assist,21,530
279,36,31,Goal,22,564
280,36,31,Assist,22,559
281,36,4,Goal,22,561
282,36,4,Assist,22,559
283,36,69,Goal,22,560
284,36,69,Assist,22,564
285,36,83,Goal,22,564
286,36,83,Assist,22,570
287,37,3,Yellow Card,25,633
288,37,33,Yellow Card,27,682
289,37,66,Red Card,25,649
290,38,15,Goal,28,718
291,38,15,Assist,28,704
292,38,17,Yellow Card,26,667
293,38,20,Yellow Card,28,712
294,38,34,Yellow Card,28,722
295,38,58,Goal,26,661
296,38,58,Assist,26,653
297,38,67,Goal,26,660
298,38,67,Assist,26,661
299,38,82,Goal,26,657
300,38,82,Assist,26,660
301,39,10,Goal,29,747
302,39,10,Assist,29,749
303,39,21,Goal,29,749
304,39,21,Assist,29,742
305,39,24,Goal,29,749
306,39,24,Assist,29,738
307,39,30,Yellow Card,31,790
308,39,49,Goal,29,785
309,39,60,Yellow Card,31,803
310,40,20,Yellow Card,32,812
311,40,21,Goal,30,760
312,40,44,Goal,32,826
313,40,44,Assist,32,814
314,40,45,Goal,32,820
315,40,45,Assist,32,826
316,40,5,Yellow Card,30,767
317,40,58,Yellow Card,32,822
318,40,61,Goal,30,780
319,40,90,Yellow Card,30,757
320,41,14,Goal,33,842
321,41,14,Assist,33,843
322,41,54,Goal,33,842
323,41,54,Assist,33,839
324,41,6,Yellow Card,35,900
325,41,66,Goal,33,839
326,41,66,Assist,33,843
327,42,43,Goal,36,926
328,42,48,Goal,36,919
329,42,48,Assist,36,920
330,42,53,Goal,34,876
331,42,53,Assist,34,868
332,42,58,Goal,36,919
333,42,58,Assist,36,916
334,42,90,Goal,34,876
335,42,90,Assist,34,869
336,43,38,Goal,37,946
337,43,38,Assist,37,961
338,43,41,Yellow Card,39,993
339,43,76,Yellow Card,37,961
340,43,76,Yellow Card,39,1008
341,43,90,Goal,37,946
342,43,90,Yellow Card,37,941
343,44,36,Goal,40,1035
344,44,36,Assist,40,1024
345,44,44,Yellow Card,38,968
346,44,64,Yellow Card,40,1018
347,44,69,Goal,38,974
348,44,69,Assist,38,969
349,44,82,Goal,38,971
350,45,14,Yellow Card,43,1101
351,45,17,Goal,41,1065
352,45,39,Goal,41,1047
353,45,39,Assist,41,1048
354,45,6,Goal,41,1047
355,45,6,Assist,41,1060
356,45,60,Goal,41,1094
357,45,68,Yellow Card,41,1053
358,45,87,Goal,41,1057
359,45,87,Assist,41,1063
360,46,56,Yellow Card,44,1121
361,46,76,Goal,44,1120
362,46,76,Assist,44,1138
363,46,90,Yellow Card,44,1134
364,46,90,Yellow Card,42,1084
365,47,41,Yellow Card,45,1148
366,47,60,Yellow Card,47,1215
367,48,54,Goal,46,1181
368,48,54,Assist,46,1172
369,48,61,Yellow Card,48,1233
370,48,90,Yellow Card,46,1187
371,49,55,Goal,1,20
372,49,55,Assist,1,7
373,49,61,Goal,1,16
374,49,61,Assist,1,2
375,49,64,Yellow Card,1,4
376,49,90,Goal,1,8
377,49,90,Assist,1,25
378,50,63,Goal,2,38
379,50,63,Assist,2,34
380,50,72,Yellow Card,2,32
381,50,78,Yellow Card,3,61
382,51,32,Yellow Card,8,192
383,51,32,Yellow Card,5,113
384,51,46,Goal,8,199
385,51,46,Assist,8,191
386,51,57,Goal,8,191
387,51,57,Assist,8,189
388,51,76,Goal,5,128
389,51,76,Assist,5,129
390,51,87,Yellow Card,5,115
391,52,29,Goal,6,149
392,52,29,Assist,6,143
393,52,34,Goal,6,157
394,52,42,Goal,7,166
395,52,42,Assist,7,164
396,52,78,Yellow Card,7,176
397,52,82,Goal,6,156
398,52,82,Assist,6,133
399,52,82,Yellow Card,6,156
400,53,45,Goal,9,215
401,53,45,Assist,9,216
402,53,60,Goal,9,217
403,53,60,Assist,9,216
404,53,62,Yellow Card,9,221
405,53,7,Goal,9,215
406,53,7,Assist,9,234
407,53,82,Yellow Card,9,225
408,53,89,Yellow Card,12,297
409,54,10,Goal,11,235
410,54,39,Goal,10,236
411,54,43,Goal,11,278
412,54,45,Goal,10,245
413,54,78,Goal,10,243
414,54,79,Yellow Card,11,261
415,54,80,Yellow Card,11,269
416,54,89,Goal,10,250
417,54,90,Yellow Card,11,281
418,55,10,Goal,16,398
419,55,10,Assist,16,416
420,55,19,Yellow Card,13,326
421,55,3,Goal,13,318
422,55,3,Assist,13,326
423,55,31,Goal,16,396
424,55,31,Assist,16,403
425,55,49,Goal,13,326
426,55,90,Goal,16,412
427,56,46,Yellow Card,15,386
428,56,77,Yellow Card,14,346
429,57,2,Goal,17,435
430,57,2,Assist,17,433
431,57,43,Yellow Card,20,497
432,57,44,Yellow Card,17,421
433,57,50,Yellow Card,20,515
434,57,77,Goal,20,513
435,57,77,Assist,20,517
436,57,89,Yellow Card,20,513
437,57,9,Goal,20,514
438,57,9,Assist,20,509
439,58,34,Yellow Card,19,487
440,58,64,Goal,19,487
441,58,7,Goal,19,487
442,58,75,Yellow Card,18,449
443,58,83,Yellow Card,18,461
444,59,3,Goal,21,615
445,59,54,Goal,24,607
446,59,62,Goal,21,526
447,59,7,Goal,21,539
448,60,32,Yellow Card,23,576
449,60,56,Goal,22,557
450,60,62,Goal,23,583
451,60,77,Yellow Card,22,549
452,60,84,Yellow Card,23,589
453,61,28,Goal,25,634
454,61,46,Yellow Card,28,710
455,61,50,Goal,25,634
456,61,56,Yellow Card,28,713
457,61,66,Goal,25,631
458,61,84,Goal,28,713
459,61,86,Goal,25,633
460,61,90,Goal,25,646
461,62,14,Goal,27,699
462,62,19,Yellow Card,26,671
463,62,19,Yellow Card,27,689
464,62,41,Yellow Card,26,652
465,62,43,Yellow Card,27,695
466,62,5,Goal,26,671
467,62,79,Yellow Card,27,682
468,62,90,Yellow Card,26,667
469,62,90,Yellow Card,27,680
470,63,42,Goal,29,743
471,63,42,Assist,29,733
472,63,46,Yellow Card,29,743
473,63,54,Yellow Card,32,831
474,63,58,Yellow Card,32,819
475,63,90,Yellow Card,32,813
476,64,4,Yellow Card,31,792
477,64,67,Yellow Card,31,786
478,64,8,Yellow Card,30,778
479,64,90,Yellow Card,31,789
480,65,10,Yellow Card,36,916
481,65,20,Goal,33,839
482,65,20,Assist,33,842
483,65,21,Goal,36,929
484,65,21,Assist,36,931
485,65,32,Goal,33,839
486,65,32,Assist,33,840
487,65,7,Goal,33,839
488,65,7,Assist,33,842
489,65,74,Yellow Card,33,840
490,65,90,Goal,33,852
491,65,90,Assist,33,844
492,66,13,Red Card,35,886
493,66,18,Yellow Card,34,862
494,66,4,Goal,34,879
495,66,4,Assist,34,862
496,66,56,Goal,34,876
497,66,56,Assist,34,866
498,66,59,Goal,34,884
499,66,59,Assist,34,876
500,66,71,Goal,34,884
501,66,71,Assist,34,871
502,66,75,Yellow Card,35,900
503,66,81,Yellow Card,34,884
504,66,82,Goal,34,871
505,66,82,Assist,34,884
506,66,90,Yellow Card,35,907
507,67,17,Yellow Card,40,1034
508,67,19,Goal,37,947
509,67,31,Goal,37,958
510,67,55,Goal,40,1024
511,67,55,Assist,40,1037
512,67,64,Yellow Card,40,1019
513,67,80,Goal,37,946
514,67,90,Yellow Card,40,1021
515,68,11,Yellow Card,39,995
516,68,28,Goal,39,995
517,68,28,Assist,39,996
518,68,45,Goal,38,979
519,68,45,Assist,38,969
520,68,55,Goal,39,997
521,68,55,Assist,39,994
522,68,60,Goal,38,969
523,68,60,Assist,38,970
524,68,90,Goal,38,969
525,68,90,Assist,38,970
526,68,90,Goal,39,1002
527,68,90,Assist,39,999
528,69,86,Yellow Card,44,1132
529,70,10,Goal,43,1106
530,70,10,Assist,43,1098
531,70,21,Yellow Card,42,1080
532,70,43,Yellow Card,43,1094
533,70,45,Yellow Card,42,1073
534,70,47,Yellow Card,43,1105
535,70,62,Yellow Card,42,1074
536,70,68,Goal,42,1086
537,70,78,Goal,42,1085
538,70,90,Goal,42,1086
539,70,90,Assist,42,1079
540,71,53,Yellow Card,48,1239
541,71,60,Yellow Card,45,1170
542,71,62,Goal,45,1154
543,71,62,Assist,45,1151
544,71,67,Goal,45,1153
545,71,67,Assist,45,1154
546,71,83,Yellow Card,48,1238
547,72,31,Goal,46,1187
548,72,68,Yellow Card,46,1184
549,72,73,Goal,47,1219
550,72,73,Assist,47,1220
551,72,83,Goal,46,1183
552,72,83,Assist,46,1180
553,72,90,Yellow Card,47,1217
554,73,54,Yellow Card,5,129
555,73,67,Yellow Card,5,127
556,73,90,Goal,5,111
557,74,12,Yellow Card,22,570
558,74,14,Yellow Card,9,213
559,74,29,Goal,22,570
560,74,45,Yellow Card,22,561
561,74,48,Yellow Card,9,221
562,74,56,Goal,9,213
563,74,56,Assist,9,211
564,74,84,Yellow Card,22,571
565,74,90,Goal,9,230
566,74,90,Assist,9,216
567,74,90,Yellow Card,9,216
568,75,106,Yellow Card,17,423
569,75,110,Yellow Card,17,418
570,75,115,Yellow Card,17,426
571,75,117,Yellow Card,14,361
572,75,120,Yellow Card,14,344
573,75,121,Penalty Shootout Miss,17,423
574,75,121,Penalty Shootout Goal,14,349
575,75,121,Penalty Shootout Goal,17,422
576,75,121,Penalty Shootout Goal,14,353
577,75,121,Penalty Shootout Goal,17,426
578,75,121,Penalty Shootout Goal,14,361
579,75,121,Penalty Shootout Miss,17,427
580,75,121,Penalty Shootout Miss,14,347
581,75,121,Penalty Shootout Goal,17,436
582,75,121,Penalty Shootout Miss,14,343
583,75,121,Penalty Shootout Miss,17,420
584,75,121,Penalty Shootout Goal,14,351
585,75,42,Goal,14,357
586,75,42,Assist,14,361
587,75,54,Goal,17,423
588,75,54,Assist,17,433
589,75,65,Yellow Card,14,352
590,76,121,Penalty Shootout Goal,21,540
591,76,121,Penalty Shootout Miss,10,258
592,76,121,Penalty Shootout Miss,21,527
593,76,121,Penalty Shootout Goal,10,243
594,76,121,Penalty Shootout Goal,21,529
595,76,121,Penalty Shootout Goal,10,241
596,76,121,Penalty Shootout Miss,21,546
597,76,121,Penalty Shootout Miss,10,236
598,76,121,Penalty Shootout Miss,21,544
599,76,121,Penalty Shootout Goal,10,245
600,76,47,Yellow Card,10,248
601,76,71,Yellow Card,21,525
602,76,72,Goal,21,531
603,76,72,Assist,21,544
604,76,90,Goal,10,248
605,76,90,Assist,10,241
606,77,39,Goal,36,930
607,77,45,Yellow Card,36,930
608,77,74,Goal,19,483
609,77,86,Goal,36,919
610,77,86,Assist,36,916
611,78,45,Goal,33,842
612,78,53,Goal,33,844
613,78,53,Assist,33,843
614,78,74,Goal,33,842
615,78,74,Assist,33,843
616,79,22,Goal,1,16
617,79,22,Assist,1,25
618,79,31,Goal,1,9
619,79,31,Assist,1,16
620,79,45,Yellow Card,20,515
621,79,90,Yellow Card,20,517
622,79,90,Yellow Card,20,504
623,79,95,Red Card,20,497
624,80,19,Yellow Card,45,1154
625,80,27,Yellow Card,42,1080
626,80,7,Goal,42,1075
627,80,75,Goal,45,1153
628,80,75,Assist,45,1162
629,80,86,Goal,45,1153
630,80,86,Assist,45,1162
631,81,120,Goal,25,632
632,81,120,VAR Review,34,866
633,81,25,Goal,34,879
634,81,51,Goal,34,876
635,81,51,Assist,34,877
636,81,64,Yellow Card,25,628
637,81,67,Yellow Card,34,866
638,81,86,Goal,25,633
639,81,86,Assist,25,639
640,81,89,Goal,25,632
641,81,89,Assist,25,634
642,82,45,Goal,13,332
643,82,45,Assist,13,329
644,82,64,Red Card,13,332
645,82,64,VAR Review,13,332
646,82,80,Yellow Card,6,151
647,82,82,Goal,13,329
648,83,36,Goal,29,749
649,83,36,Assist,29,752
650,83,66,Goal,29,740
651,83,66,Assist,29,743
652,83,83,Yellow Card,39,993
653,83,89,Goal,29,749
654,83,89,Assist,29,752
655,84,103,VAR Review,46,1174
656,84,17,Yellow Card,41,1043
657,84,53,Goal,46,1184
658,84,53,Assist,46,1172
659,84,59,Yellow Card,46,1180
660,84,68,Goal,41,1047
661,84,90,Goal,41,1049
662,84,90,Assist,41,1057
663,84,97,Yellow Card,46,1184
664,85,10,Goal,8,189
665,85,10,Assist,8,191
666,85,36,Yellow Card,38,972
667,85,46,Goal,8,193
668,85,71,Yellow Card,38,976
669,86,121,Penalty Shootout Miss,15,383
670,86,121,Penalty Shootout Goal,26,671
671,86,121,Penalty Shootout Goal,15,386
672,86,121,Penalty Shootout Goal,26,655
673,86,121,Penalty Shootout Goal,15,375
674,86,121,Penalty Shootout Goal,26,660
675,86,121,Penalty Shootout Miss,15,389
676,86,121,Penalty Shootout Goal,26,654
677,86,13,Goal,26,658
678,86,55,Goal,15,653
679,87,103,Goal,30,767
680,87,111,Goal,37,757
681,87,29,Goal,37,946
682,87,59,Goal,30,768
683,87,92,Goal,37,942
684,88,14,Goal,44,1129
685,88,14,Assist,44,1143
686,89,70,Goal,33,842
687,90,50,Goal,10,242
688,90,50,Assist,10,236
689,90,82,Goal,10,242
690,90,82,Assist,10,244
691,90,90,Goal,10,243
692,90,90,Assist,10,244
693,91,14,VAR Review,9,217
694,91,3,VAR Review,36,916
695,91,79,Goal,36,919
696,91,79,Assist,36,931
697,91,90,Goal,9,218
698,91,90,Goal,36,919
699,91,90+6,Yellow Card,9,218
700,92,1,Yellow Card,45,1148
701,92,36,Goal,45,1154
702,92,36,Assist,45,1151
703,92,38,Goal,45,1154
704,92,38,Assist,45,1153
705,92,42,Goal,1,16
706,92,54,Red Card,45,1170
707,92,54,VAR Review,45,1170
708,92,60,Goal,45,1153
709,92,68,Yellow Card,45,1150
710,92,69,Goal,1,9
711,92,69,VAR Review,45,1153
712,92,71,Yellow Card,1,2
713,92,72,Yellow Card,45,1147
714,92,90+8,Yellow Card,1,5
715,92,90+8,Yellow Card,45,1158
716,93,88,Yellow Card,41,1050
717,93,90+1,Goal,29,734
718,93,90+1,Assist,29,735
719,93,90+3,Yellow Card,41,1053
720,93,90+8,Yellow Card,29,735
721,94,31,Goal,13,329
722,94,33,Goal,25,641
723,94,33,Assist,25,634
724,94,35,Yellow Card,13,320
725,94,57,Goal,25,644
726,94,69,Yellow Card,13,329
727,94,9,Goal,25,641
728,94,9,Assist,25,647
729,94,90+3,Goal,25,633
730,95,15,Goal,26,652
731,95,15,Assist,26,660
732,95,26,Goal,37,949
733,95,26,Assist,37,946
734,95,40,Goal,37,946
735,95,45+2,Yellow Card,26,658
736,95,55,Goal,37,945
737,95,55,Assist,37,956
738,95,67,Goal,26,661
739,95,67,Assist,26,662
740,95,90,Yellow Card,26,662
741,95,90+3,Yellow Card,26,673
742,95,90+4,Yellow Card,26,664
743,95,90+8,Yellow Card,26,669
744,96,105,Yellow Card,8,184
745,96,121,Penalty Shootout Goal,8,192
746,96,121,Penalty Shootout Goal,44,1138
747,96,121,Penalty Shootout Goal,8,205
748,96,121,Penalty Shootout Miss,44,1141
749,96,121,Penalty Shootout Miss,8,187
750,96,121,Penalty Shootout Goal,44,1139
751,96,121,Penalty Shootout Goal,8,208
752,96,121,Penalty Shootout Miss,44,1137
753,96,121,Penalty Shootout Goal,8,199
754,96,121,Penalty Shootout Goal,44,1125
755,96,51,Yellow Card,8,192
756,96,59,Yellow Card,8,188
757,96,60,Yellow Card,44,1143
758,96,94,Yellow Card,44,1141
759,97,60,Goal,33,842
760,97,60,Assist,33,852
761,97,63,Yellow Card,10,248
762,97,66,Goal,33,839
763,97,66,Assist,33,842
764,98,30,Goal,29,736
765,98,41,Goal,25,641
766,98,41,Assist,25,645
767,98,43,Yellow Card,29,750
768,98,85,Yellow Card,25,631
769,98,88,Goal,29,734
770,98,90+3,Yellow Card,29,742
771,98,90+5,Yellow Card,25,630
772,99,36,Goal,36,931
773,99,36,Assist,36,920
774,99,45+2,Goal,45,1154
775,99,45+2,Assist,45,1162
776,99,93,Goal,45,1154
777,99,117,Yellow Card,36,913
778,100,10,Goal,37,956
779,100,10,Assist,37,946
780,100,44,Yellow Card,8,189
781,100,67,Goal,8,193
782,100,67,Assist,8,195
783,100,72,Red Card,8,189
784,100,72,VAR Review,8,189
785,100,97,Yellow Card,37,952
786,100,98,Yellow Card,37,958
787,100,112,Goal,37,945
788,100,112,Assist,37,957
789,100,114,Yellow Card,37,957
790,100,120+1,Goal,37,958
791,101,8,Yellow Card,33,846
792,101,22,VAR Review,29,747
793,101,22,Goal,29,749
794,101,31,Yellow Card,29,752
795,101,58,Goal,29,740
796,101,58,Assist,29,738
797,101,61,VAR Review,29,747
798,101,86,Yellow Card,33,842
799,102,37,Yellow Card,45,1152
800,102,42,Yellow Card,37,942
801,102,51,Yellow Card,37,949
802,102,55,Goal,45,1162
803,102,55,Assist,45,1161
804,102,85,Goal,37,960
805,102,85,Assist,37,946
806,102,90+2,Goal,37,958
807,102,90+2,Assist,37,946
808,103,3,Goal,45,1148
809,103,18,Goal,45,1146
810,103,18,Assist,45,1148
811,103,37,Goal,45,1151
812,103,37,Assist,45,1155
813,103,46,Goal,45,1151
814,103,46,Assist,45,1165
815,103,48,Goal,33,842
816,103,48,Assist,33,843
817,103,54,Goal,33,844
818,103,54,Assist,33,842
819,103,66,Goal,33,842
820,103,66,Assist,33,843
821,103,87,Goal,45,1151
822,103,96,Goal,33,839
823,103,96,Assist,33,836
824,103,98,Goal,45,1154
825,104,40,Yellow Card,37,942
826,104,52,Yellow Card,37,941
827,104,83,Yellow Card,37,960
828,104,92,Yellow Card,37,949
829,104,93,Yellow Card,37,960
830,104,93,Red Card,37,960
831,104,106,Goal,29,735
832,104,106,Assist,29,745
833,104,111,Yellow Card,37,956
834,104,120,Red Card,37,941
